case,baseline,current,change,firefly_best
fire7_nb0_rank3160,35,34,-1,19
fire7_nb0_rank3161,35,34,-1,21
fire7_nb0_rank3162,35,34,-1,20
fire7_nb0_rank3163,39,38,-1,34
fire7_nb0_rank3164,35,34,-1,24
fire7_nb0_rank3165,35,34,-1,25
fire7_nb0_rank3166,37,36,-1,21
fire7_nb0_rank3167,37,36,-1,21
fire7_nb0_rank3168,42,41,-1,24
fire7_nb0_rank3169,35,34,-1,20
fire7_nb0_rank3170,37,36,-1,26
fire7_nb0_rank3171,37,36,-1,25
fire7_nb0_rank3172,34,33,-1,32
fire7_nb0_rank3173,40,39,-1,22
fire7_nb0_rank3174,34,33,-1,32
fire7_nb0_rank3175,34,33,-1,30
fire7_nb0_rank3176,36,35,-1,20
fire7_nb0_rank3177,34,33,-1,30
fire7_nb0_rank3178,34,33,-1,30
fire7_nb0_rank3179,34,33,-1,30
fire7_nb0_rank3180,33,32,-1,24
fire7_nb0_rank3181,34,33,-1,30
fire7_nb0_rank3182,34,33,-1,32
fire7_nb0_rank3183,36,35,-1,20
fire7_nb0_rank3184,36,35,-1,20
fire7_nb0_rank3185,42,41,-1,24
fire7_nb0_rank3186,34,33,-1,28
fire7_nb0_rank3187,33,32,-1,24
fire7_nb0_rank3188,32,31,-1,27
fire7_nb0_rank3189,34,33,-1,30
fire7_nb0_rank3190,35,34,-1,22
fire7_nb0_rank3191,34,33,-1,30
fire7_nb0_rank3192,33,32,-1,22
fire7_nb0_rank3193,31,30,-1,20
fire7_nb0_rank3194,34,33,-1,30
fire7_nb0_rank3195,31,30,-1,25
fire7_nb0_rank3196,34,33,-1,30
fire7_nb0_rank3197,33,32,-1,22
fire7_nb0_rank3198,31,30,-1,18
fire7_nb0_rank3199,34,33,-1,30
fire7_nb0_rank3200,31,30,-1,19
fire7_nb0_rank3201,32,31,-1,17
fire7_nb0_rank3202,30,29,-1,20
fire7_nb0_rank3203,31,30,-1,20
fire7_nb0_rank3204,34,33,-1,30
fire7_nb0_rank3205,34,33,-1,30
fire7_nb0_rank3206,34,33,-1,30
fire7_nb0_rank3207,31,30,-1,24
fire7_nb0_rank3208,32,31,-1,23
fire7_nb0_rank3209,31,30,-1,18
fire7_nb0_rank3210,34,33,-1,30
fire7_nb0_rank3211,34,33,-1,30
fire7_nb0_rank3212,31,30,-1,19
fire7_nb0_rank3213,32,31,-1,22
fire7_nb0_rank3214,32,31,-1,23
fire7_nb0_rank3215,32,31,-1,23
fire7_nb0_rank3216,32,31,-1,22
fire7_nb0_rank3217,32,31,-1,23
fire7_nb0_rank3218,37,36,-1,36
fire7_nb0_rank3219,32,31,-1,22
fire7_nb0_rank3220,33,32,-1,28
fire7_nb0_rank3221,33,32,-1,31
fire7_nb0_rank3222,33,32,-1,28
fire7_nb0_rank3223,32,31,-1,23
fire7_nb0_rank3224,35,34,-1,20
fire7_nb0_rank3225,40,39,-1,20
fire7_nb0_rank3226,30,29,-1,19
fire7_nb0_rank3227,32,31,-1,23
fire7_nb0_rank3228,32,31,-1,22
fire7_nb0_rank3229,32,31,-1,22
fire7_nb0_rank3230,32,31,-1,22
fire7_nb0_rank3231,32,31,-1,22
fire7_nb0_rank3232,41,40,-1,27
fire7_nb0_rank3233,32,31,-1,23
fire7_nb0_rank3234,32,31,-1,22
fire7_nb0_rank3235,32,31,-1,23
fire7_nb0_rank3236,32,31,-1,23
fire7_nb0_rank3237,32,31,-1,23
fire7_nb0_rank3238,36,35,-1,30
fire7_nb0_rank3239,37,36,-1,19
fire7_nb0_rank3240,38,37,-1,18
fire7_nb0_rank3241,32,31,-1,22
fire7_nb0_rank3242,32,31,-1,22
fire7_nb0_rank3243,32,31,-1,22
fire7_nb0_rank3244,38,37,-1,24
fire7_nb0_rank3245,34,33,-1,22
fire7_nb0_rank3246,35,34,-1,17
fire7_nb0_rank3247,35,34,-1,19
fire7_nb0_rank3248,32,31,-1,23
fire7_nb0_rank3249,34,33,-1,23
fire7_nb0_rank3250,35,34,-1,17
fire7_nb0_rank3251,20,20,0,17
fire7_nb0_rank3252,33,32,-1,20
fire7_nb0_rank3253,35,34,-1,12
fire7_nb0_rank3254,30,29,-1,19
fire7_nb0_rank3255,35,34,-1,17
fire7_nb0_rank3256,35,34,-1,12
fire7_nb0_rank3257,35,34,-1,20
fire7_nb0_rank3258,31,30,-1,23
fire7_nb0_rank3259,36,35,-1,29
fire7_nb0_rank3260,34,33,-1,22
fire7_nb0_rank3261,20,20,0,17
fire7_nb0_rank3262,34,33,-1,21
fire7_nb0_rank3263,35,34,-1,12
fire7_nb0_rank3264,35,34,-1,18
fire7_nb0_rank3265,35,34,-1,12
fire7_nb0_rank3266,29,28,-1,17
fire7_nb0_rank3267,35,34,-1,24
fire7_nb0_rank3268,30,29,-1,18
fire7_nb0_rank3269,29,28,-1,17
fire7_nb0_rank3270,31,30,-1,23
fire7_nb0_rank3271,29,28,-1,17
fire7_nb0_rank3272,29,28,-1,17
fire7_nb0_rank3273,33,32,-1,10
fire7_nb0_rank3274,20,20,0,17
fire7_nb0_rank3275,33,32,-1,9
fire7_nb0_rank3276,34,33,-1,12
fire7_nb0_rank3277,34,33,-1,12
fire7_nb0_rank3278,29,28,-1,17
fire7_nb0_rank3279,29,28,-1,17
fire7_nb0_rank3280,20,20,0,17
fire7_nb0_rank3281,31,30,-1,16
fire7_nb0_rank3282,18,18,0,12
fire7_nb0_rank3283,28,27,-1,12
fire7_nb0_rank3284,28,27,-1,12
fire7_nb0_rank3285,35,34,-1,12
fire7_nb0_rank3286,18,18,0,12
fire7_nb0_rank3287,31,30,-1,11
fire7_nb0_rank3288,35,34,-1,12
fire7_nb0_rank3289,18,18,0,12
fire7_nb0_rank3290,18,18,0,12
fire7_nb0_rank3291,28,27,-1,12
fire7_nb0_rank3292,35,34,-1,12
fire7_nb0_rank3293,28,27,-1,10
fire7_nb0_rank3294,28,27,-1,11
fire7_nb0_rank3295,31,30,-1,11
fire7_nb0_rank3296,18,18,0,9
fire7_nb0_rank3297,28,27,-1,10
fire7_nb0_rank3298,28,27,-1,11
fire7_nb0_rank3299,31,30,-1,11
fire7_nb0_rank3300,28,27,-1,16
fire7_nb0_rank3301,28,27,-1,12
fire7_nb0_rank3302,28,27,-1,12
fire7_nb0_rank3303,28,27,-1,12
fire7_nb0_rank3304,28,27,-1,12
fire7_nb0_rank3305,16,16,0,8
fire7_nb0_rank3306,28,27,-1,10
fire7_nb0_rank3307,16,16,0,8
fire7_nb0_rank3308,25,24,-1,6
fire7_nb0_rank3309,25,24,-1,6
fire7_nb0_rank3310,25,24,-1,7
fire7_nb0_rank3311,16,16,0,8
fire7_nb0_rank3312,16,16,0,8
fire7_nb0_rank3313,16,16,0,8
fire7_nb0_rank3314,16,16,0,8
fire7_nb0_rank3315,16,16,0,8
fire7_nb0_rank3316,16,16,0,8
fire7_nb0_rank3317,16,16,0,8
fire7_nb0_rank3318,14,14,0,3
fire7_nb0_rank3319,14,14,0,3
